# range:[-5, +5]
1.720615035745294508e+00,1.296135767286085594e+00
-1.559738048112611519e+00,-1.177884056209084207e+00
3.191918040727596217e+00,4.933677800794392110e-01
3.331684425764382951e+00,4.312629592289972669e-01
-2.237618882078012295e+00,-2.293146634149595631e+00
-1.880561549170579605e+00,-3.120534807424175244e-02
-6.791724233827010071e-01,-1.873499556742258196e-02
3.002215869673504844e+00,3.771248869061162301e-01
2.922604395737531391e+00,6.012189139138863769e-01
3.076545358579008571e+00,4.492610407384051152e-01
7.833265877463253535e-01,-1.315925248456024654e+00
1.233467674924639823e+00,3.117848623571869981e-01
-1.750325560687656656e+00,-1.516561408278821910e+00
-2.230088591389961739e+00,-2.146553962672875127e+00
2.379350030729294185e-01,1.272744991475923015e+00
-2.298394475657637770e+00,-2.850914418338222234e+00
2.649033220512254427e+00,3.367801431948027613e-01
-1.003779978773760240e+00,1.536797408457293068e+00
3.028250410591897701e+00,6.566800528893124156e-01
3.141813280466834613e+00,3.051188110804937681e-01
-1.827506703528695819e+00,-2.373958473465676899e+00
4.384314194053122171e-01,8.234687915108898637e-02
2.821206893437488983e+00,5.427050377124487124e-01
3.082078143537372306e+00,4.928710974228782127e-01
-2.817034112922690792e+00,-2.664739593860833367e+00
-3.812994553085219396e-01,-1.828011899687236597e-01
3.139365222028590363e+00,1.634127262508375811e-01
-2.052971770602247226e+00,-2.800342985112607597e+00
-2.265822725507780078e+00,-1.717140784383984098e+00
-1.533105533591057501e+00,-2.221894264441873101e+00
3.135082951246853433e+00,2.874721234694500027e-01
-2.060416934492428798e+00,-1.816607982134125443e+00
-1.417762049360561161e+00,-2.281441415865554045e+00
-2.333132351133176297e+00,-2.680544911591084212e+00
2.646701058664270967e+00,-2.981316455958629014e-02
2.933392682577618871e+00,8.481514519946610833e-03
-1.720699314326359142e+00,-2.231115009462631971e+00
-2.793940315547003284e+00,-2.529499157027370160e+00
-2.078521735922519209e+00,-2.918873085359186881e+00
-1.177759342296008649e-02,8.137715000997760573e-01
3.169311181230405339e+00,1.012944111895700272e-01
1.783447852187620628e-02,-1.347640439716047522e+00
6.374572579799040462e-01,-1.144610883538325741e+00
3.221902472000580442e+00,3.777970836351191575e-01
3.278893282914525198e+00,5.329781493300288497e-01
1.496267661929158832e+00,-2.610539964321065276e-01
-1.117060038325490279e+00,-1.499570356108726132e+00
1.026631461968435577e+00,8.024921709489059030e-01
2.866052209301966247e+00,-8.035686836887762086e-02
-1.795338383645902036e+00,2.963899337672802614e-02
-1.887090106118342714e+00,-1.893475806865979383e+00
-1.818937956727338046e+00,-2.554051564823858200e+00
8.780239579399715666e-01,6.228866011401817948e-01
3.186340047061735792e+00,7.106752458403765571e-01
-1.599394919423881678e+00,1.977476899188286064e+00
-2.253776208885944321e+00,-2.780822027433658139e+00
-2.171845153544175844e+00,-2.592758122631651396e+00
-1.162711439495954346e+00,-2.151822339936590112e+00
3.277687853743689317e+00,2.937637365942553092e-01
-1.750917247958683420e+00,-2.814481975468917874e+00
-1.573154533931761856e+00,-1.857010533020201359e+00
-1.821125690525205787e+00,2.140909729330807476e+00
-1.990874549277794614e+00,-2.448209640821201294e+00
-8.655328132022146459e-01,3.773139072122389526e-01
-2.207517343660981624e+00,-2.271554349021755126e+00
-1.629635990639486165e+00,-2.812255420451049037e+00
-4.008965765861373098e-01,-6.136298118669766266e-01
-1.066769452763903336e+00,7.253957419063794543e-02
-2.433880371446898394e+00,-2.083731482390439815e+00
-2.207798828484671905e+00,-2.713167692778354567e+00
-2.616343698666559359e+00,-2.163805835008835388e+00
2.994530644436971478e+00,2.905119361581254833e-01
2.986918542694315448e+00,3.893616827896114740e-01
3.193576993188073310e+00,8.830891921725406712e-01
-2.414894156877001485e+00,7.851171479530245911e-02
2.156634672048113543e+00,-6.060180179524655708e-01
2.993485329759537628e+00,5.352430985464772251e-01
3.124833762174429541e+00,-3.995057386724635423e-02
3.083421284847313704e+00,3.933006032625201986e-01
-2.015303279020329352e+00,-2.085210217471276994e+00
-2.256935258831052060e+00,-1.795539009275131992e+00
-2.249275275732739221e+00,-2.433620444483310941e+00
2.632601739668133600e+00,3.245099477011683525e-02
-2.668621289773137395e+00,-2.456492220297639140e+00
2.475509670906890503e-02,-6.617442274745158892e-01
3.099151895038836368e+00,4.990503209629376102e-01
2.731746337286485637e+00,2.473994318827972549e-01
1.222742130879184819e+00,-6.315059362968112877e-01
-1.501746312719858922e+00,-2.093334603371610481e+00
1.282995983392987371e+00,3.695669872306534542e-01
-2.188445676202406265e+00,-2.374524953295320540e+00
-1.786020576836360618e+00,-1.641046735566656256e+00
-1.280256514422459524e-01,5.760537555899661877e-01
2.955791716423344262e+00,2.240826376366176209e-01
3.205386256208405893e+00,3.292716700655058948e-01
-1.635764603020307018e+00,-1.758023367191033248e+00
-1.948325473498186522e+00,-2.906723395869854176e+00
4.308123922336317135e-01,-6.063233360741396849e-01
-1.978759906188378270e+00,-1.802694144752794880e+00
-2.601749955838605466e+00,-2.321762102024690577e+00
2.852173555871307720e+00,1.214794575961962025e-01
3.717767804613580362e-01,-6.075760906584511956e-01
-8.921246059289444919e-01,-7.125762268199986593e-01
-1.610403623860126254e+00,-2.911053151311776332e+00
3.456400677469270821e+00,3.594157053376744182e-01
-3.026578994567472591e+00,-2.858231054324494202e+00
-1.977167533111650277e+00,-3.236981582161272186e+00
4.493087837940913931e-01,-4.640898093452394679e-01
5.182220828939868573e-01,2.584639970491482974e-01
-1.750718804145708241e+00,-1.912140906201221346e+00
-1.735589504512121461e+00,-1.954657515278338975e+00
-2.284213453069316557e+00,-2.477924794484588578e+00
-7.086143350524688467e-01,4.482922386632501310e-01
3.250013196753790190e+00,4.183429894602890275e-01
-2.456745237199328358e+00,-1.984969488657534864e+00
-1.529794305360218654e-01,5.483013392277810150e-01
2.818006079247362017e+00,2.001043140697625899e-01
2.910327353460187894e+00,3.680333421165450924e-01
9.666163547081713450e-03,1.187676230230221286e+00
8.546519039077431490e-01,2.149554316396096176e+00
2.980924985961966200e+00,5.030174742173241231e-01
1.234987344595721126e+00,-3.560338208947684269e-01
3.144926797353140735e+00,3.878979354450031725e-01
-3.300892973291365884e+00,-2.261607124575480299e+00
-2.330134826691302674e+00,-2.103821114703763318e+00
3.560884454692173406e+00,8.360131684080357450e-01
-2.172638394748482860e+00,-1.987573275957879027e+00
6.730299616283008657e-01,-6.393871236228992894e-01
-1.302334142147209439e+00,2.287748365101059278e+00
5.983627099166765051e-01,4.148917671697023302e-01
-2.298756169902909541e+00,-2.244057228163234274e+00
-6.922514440316588358e-01,-4.582757990279028304e-01
3.230045768024337072e+00,5.561757818767348871e-01
3.048504481036102387e+00,3.545897508943531284e-01
3.331877988595880691e+00,2.698099846376236233e-01
3.404720667972672143e-01,1.060699298681768710e+00
7.859087530871945726e-02,-2.647802372466027787e+00
2.592288835118857993e+00,6.222264443732631323e-01
-1.682864880359002724e+00,-2.702086539787692754e+00
3.058905406044588826e+00,4.586079832898843356e-01
-1.414319175473056189e+00,7.391154812268917185e-02
-1.953718821117769622e+00,-2.771356463877314713e+00
3.464046147230310790e+00,-1.115871298476137863e+00
-1.325940495841423150e+00,-2.179981115665865055e+00
-2.264398655443788932e+00,-2.763159194135972996e+00
-9.305212420906960880e-01,-1.679471946478672706e+00
2.310355067748558200e-02,-9.549024088343947003e-01
2.435875400235111954e+00,3.786696959756468139e-01
-2.846230900876805858e+00,-3.015777883034638229e+00
-2.918187318777432093e+00,-2.870794137428984261e+00
-2.204059986669523852e+00,-2.062235542067423655e+00
-1.202830328676179672e+00,2.122803521687918749e-02
-2.278360154964172324e+00,-2.641529692373331351e+00
-2.775285772052654920e+00,-6.775086211764933530e-01
2.904115453124324286e+00,2.948514019337937220e-01
2.875636720747510200e+00,4.726778335726792846e-01
-3.632270381345505394e-01,-1.731620961123071289e+00
2.895148932018090537e+00,2.039456301778709291e-01
-2.730891085267605489e-01,-5.432271754130372221e-01
2.836314644129610318e+00,2.321492425711230156e-01
-1.456317965936547054e+00,-2.603150330679186109e+00
9.390388906818770698e-01,-1.313906672202432624e+00
-2.430218901911923801e+00,-2.605927323040955645e+00
2.709085524190077532e+00,2.363488543920479745e-01
-1.137272182938575460e+00,7.140678676314668460e-02
-2.128309325586017930e+00,-1.862465807531755280e+00
3.132640001778571381e+00,4.365493840703558726e-01
-1.889031615089821647e+00,-1.917492633451087558e+00
-6.155217903519019096e-01,-8.313159760406092502e-01
-1.993867464365896014e-01,8.902911630755030448e-01
1.151325611849473851e-01,2.053002712585719536e+00
-1.875382664744514427e+00,1.429352026168936307e+00
-1.908188126776431126e+00,-2.049819241989923935e+00
3.860344943927444650e+00,-7.127838657898341035e-01
-2.274628617825872556e+00,-2.558222131957290202e+00
-2.293882345627132224e+00,-2.866406540659076629e+00
3.337357143903676882e+00,4.395089749513518274e-01
2.622588249149773620e+00,2.792720259927296000e-01
-2.378888798771535917e+00,-2.678020207413716935e+00
-2.284579193698193400e+00,-1.807518433847762562e+00
-1.434401168290138084e+00,3.621528666524543860e-01
-1.532799454468178335e-01,-8.753910154657583709e-01
3.406337647703822080e-01,6.919757012579541566e-01
-1.588232339239314062e+00,-2.351334758749087150e+00
2.961534665468577465e+00,4.724549256386388896e-01
-2.434842315409107893e+00,-2.131167160485629264e+00
-1.994149408798495671e+00,-3.141078141236247845e+00
-2.899080313208472148e+00,-2.355551400473632206e+00
-1.859278136313954555e+00,-2.391849972831199711e+00
3.356748031996143133e+00,1.304169758162730675e-01
2.983161122151846811e+00,2.606392771951455134e-01
2.876478999865831554e+00,1.648352143739958975e-01
-7.057162581268150436e-01,-3.102838113024827260e-01
-2.185918891483249915e+00,-2.191533325136803434e+00
-2.242021066588049116e+00,-2.160928163734415985e+00
3.263545542520108533e+00,7.106461450279384362e-01
1.615677947346505716e+00,1.640915574758557760e+00
3.174167887551387679e+00,3.880123071996086637e-01
-2.000001258671446625e+00,-3.347600943444071220e+00
3.077806342237464410e+00,1.500876043335023224e-01
2.652928819934330829e+00,2.321979317099613915e-01
-1.016848711412730255e+00,-2.683183192502064607e+00
2.934149037178600761e+00,4.982594562225158841e-01
-1.662272611712674486e+00,-1.807576352803879516e+00
3.162448016352006785e+00,5.429783950297847328e-01
-2.454864514854389945e+00,-2.896617123688787654e+00
-1.597649509313368243e+00,-2.440522787860303300e+00
-2.015592797338645603e+00,-3.042915422220295874e+00
5.785239840422001789e-01,3.631845964161107831e-01
3.041127102484999956e+00,3.346644224384153210e-01
-1.824937104392067466e+00,-2.951634985273648759e+00
2.829317364144106062e+00,3.350290748626235104e-01
-1.636752099820909745e+00,-2.724504381040048884e+00
3.038479545645258906e+00,5.496125058979899336e-01
1.032627368399744894e+00,2.021117359577290440e+00
3.424523535968273080e+00,1.816445260866426659e-01
3.072274036825612509e+00,1.376254205250907192e-01
3.189496627337973234e-01,1.254652953313249553e+00
-1.403059488985087144e+00,-2.025514069645745874e+00
-5.080998083218838390e-01,-1.707894634476290641e+00
-2.891355814697051940e+00,-2.048744230513605658e+00
-1.479195867739741210e+00,-1.770810549415715807e+00
-1.730064181824398251e+00,-2.887149205566551302e+00
1.148905803612955356e+00,6.600714338875111054e-01
3.202951578978626035e+00,-5.243708719954560948e-02
-2.139127676107216658e+00,-1.584849571756823616e+00
3.088945734646010521e+00,2.104306457985838930e-01
-9.160000181454086565e-01,3.659576862386392793e-01
-3.677879276781098383e+00,-1.532256100012229449e+00
-1.100469581351157355e+00,-2.170687519200427129e+00
2.270111848085247352e+00,1.147301633453051029e+00
1.365243752703599656e+00,-5.148555051489062118e-01
-2.384935896619962747e+00,-1.985814820614328013e+00
4.324129636664379994e-01,-5.383532436929776566e-01
-1.437159943915990556e+00,-2.705423236644679097e+00
2.879027117186794271e+00,1.669166173521603458e-01
2.820076513075155944e+00,3.974557168905478721e-01
2.795053406958012965e-01,-2.195134063775698863e+00
-1.642627795262801671e+00,-2.520034490572900854e+00
-1.757117289049544118e+00,-2.282185105146806947e+00
8.633875618814577102e-01,-3.981880123482609002e-01
2.980832768090519558e+00,5.989045403885184804e-01
3.756569157168306028e-02,-2.317842602578503997e-01
-2.419575895211159455e+00,-2.320924022828005917e+00
-7.443907477928138894e-01,-8.323385942400897131e-01
2.713222039814414899e+00,2.555140755631087890e-01
-2.632373144431510159e+00,-1.605968620223441778e+00
-1.941253918803445444e+00,-1.561963091476524346e+00
-1.853688184988705023e+00,-2.234785121805968888e+00
-3.380704261033332436e+00,1.899105192970887312e+00
3.085588904825566914e-01,5.062712268629401269e-01
-2.426421114144413860e+00,-1.776980377443679870e+00
-1.927189654988080925e+00,-3.122374760933896543e+00
-1.803330408832493292e+00,-1.835825286539084278e+00
-1.326592306053681281e+00,6.555838159668161413e-01
-1.852502125988580328e+00,-2.255174146391850876e+00
-2.083385515476442684e+00,-2.337005425588167373e+00
-1.036460458666126350e+00,-2.508189595423637730e+00
3.068574731030865088e+00,1.909992277384428006e-01
3.093668654823459097e+00,4.965086552077919158e-01
2.584017334653788467e+00,9.901791416049495267e-03
3.020539900355927454e+00,4.566967238399816664e-01
2.917094073713107694e+00,7.033301727916109469e-02
1.226443803849313285e+00,-8.949865217783951055e-01
3.182928435405559142e+00,3.180704290752731644e-01
-1.719810059802023172e+00,-1.893823546856800544e+00
-2.459711912447014814e+00,-3.018921991938808613e+00
-2.276990904000131266e+00,-2.305843904964067548e+00
2.903584740241063500e+00,8.577902279126535523e-02
1.123822628109259147e+00,7.899781371878688008e-01
3.283927256367488834e+00,3.435960093368071733e-01
-1.897653713133219400e+00,-2.585838571686266629e+00
-1.401925272563820712e+00,-2.376961179858724460e+00
2.757317147092095411e+00,4.349537178310436403e-01
2.927445391103504324e+00,5.394616784168397572e-02
-1.557702509205494579e+00,-2.285222839555884899e+00
-1.879401878194993269e+00,-2.021798905104983834e+00
-2.167074842587106254e+00,-1.786588604475585429e+00
-2.398178346482669809e+00,-1.821190460103169872e+00
3.484799604825233210e+00,5.874805050921547700e-01
-6.081519369052751367e-01,1.436493164006183543e+00
-1.732450082028010430e+00,-2.807962216306102210e+00
-2.369143821076948875e+00,-2.297899475703937711e+00
8.571561106213876347e-02,1.085227480794944022e+00
-2.138383201229624164e-01,-1.983896034767624814e-02
-1.913757373667725359e+00,-2.200693211276908201e+00
3.155050100412351011e+00,1.846113369810941374e-01
2.538207477665283207e+00,8.190288219429869843e-01
1.523209928192686524e+00,8.126215394502932510e-01
-1.324927489553692661e+00,-1.478564517940964773e+00
-5.390292451587973266e-02,7.332227955172373468e-01
2.702365873785229855e+00,3.512291625618811919e-01
-1.456096294885918185e+00,-2.172812049822097968e+00
-1.410726286406901897e+00,-2.865759253466256595e+00
2.667111792859525377e+00,1.747218299495119365e-01
-1.484663992468107763e+00,-2.508673967035586649e+00
-2.022749892654475357e+00,-2.477728471262794940e+00
3.155106492511725147e+00,1.338855258794572900e-01
3.098740840460718182e+00,2.763279888287756281e-01
-9.300584155905866623e-01,2.578444052241546380e+00
-1.676837979263487100e+00,-1.805589448943112130e+00
3.171702548737010963e-01,-3.506725430718209968e-01
2.860540550644183444e+00,2.783932572299918640e-01
-1.368160886512447050e+00,4.135173946498494901e-01
-7.590833183995538969e-01,4.633455753156281998e-01
2.929260530280401564e+00,7.991227548253880819e-01
-2.512127305025988910e+00,-9.636856061423065833e-01
1.354883635523009833e+00,2.236742999163077172e+00
2.405913018236810696e+00,3.745606042397457980e-01
-2.082693083352920471e+00,-2.447793087111304278e+00
1.968344899379992630e-01,1.936588691623477021e-01
2.725106880523288311e+00,2.390339951382593753e-01
2.472289352967390386e+00,-1.871492383005355503e-02
3.019978831349773962e+00,8.193121733964593423e-01
3.200583650853427553e+00,3.140567714890806217e-01
-1.836367157440840225e+00,-2.284766512149473350e+00
-2.334686093624935843e+00,-2.090634267689173598e+00
-2.830459563096698883e+00,-2.146652815902228451e+00
3.224053480722756770e+00,1.149972503409589092e-01
2.871219731184526669e+00,3.516085208369309489e-01
1.896861007520557474e-01,2.629219972206160993e-01
1.406696873110568013e+00,7.065877405685054846e-01
3.071191188960282759e+00,1.349427782661328235e-01
-4.290094684347728893e-01,-1.458375962240877066e-01
3.155964362878581397e+00,3.896781075704294078e-02
2.875309017211688190e+00,4.186976910180976730e-01
-8.380554593490996407e-01,2.125907037558973645e-01
3.482521985353872918e+00,2.533822501867021293e-01
-2.580975700776317439e+00,-3.211215818503242225e+00
3.029693199441696017e+00,1.961538370226910133e-01
2.972697951594859944e+00,5.217421350745303776e-01
2.182770342538175257e+00,1.965547184963348348e+00
3.252720384771047080e+00,-1.385648318599670692e-01
-1.692486039282608656e+00,-1.694248173224651932e+00
-2.290607371922944946e+00,-2.427518345232600350e+00
3.099269161779235393e+00,2.322032502550722688e-01
2.944497162475868901e+00,5.745184568431935257e-02
-2.292317764103412259e+00,-2.857880631596278587e+00
-1.673090282882717661e+00,-1.381035821642075945e+00
-1.535426738330891938e+00,-1.954640393037215373e+00
-1.962592068678113977e+00,-1.537089903486111409e+00
9.671386824897676426e-01,4.928267773304033095e-01
3.861782042753932886e-01,3.519590351974963394e+00
-1.006214692466445682e+00,2.930454852233123630e-01
2.856728831347334019e+00,4.901976174635598316e-01
2.102641805772377248e-01,2.531014113921839837e+00
-1.923253392178190913e+00,-2.512521750232177276e-01
3.200179243941580598e+00,9.119775189911505375e-02
2.809627291444121155e+00,3.656383346559070602e-01
3.445494739963464781e+00,1.511972504347941226e-01
-2.259048691033247458e+00,-2.035207829737803120e+00
3.371871334729669378e+00,5.280107457257180448e-01
-2.260235479310672257e+00,-2.531602722354613366e+00
-2.619430875024634009e+00,-2.112320523815456319e+00
3.434479331637819488e+00,4.176438647629802658e-01
1.300706431012169206e+00,1.399594748656350252e+00
2.783757338039193119e+00,3.995780753886913339e-01
-2.235820958876187703e+00,-1.039441421907167484e+00
-2.357820599937098027e+00,-2.068978857121714476e+00
-2.885855831653842962e+00,-2.509054213398246524e+00
3.318430251091907923e+00,7.499029175825563387e-01
3.229998398649549518e+00,3.664296905323773390e-01
-2.210686186840776557e+00,-2.734817655371226675e+00
3.846574041596275140e-01,1.070481980087373053e+00
2.710323374974731525e+00,7.907742906934340787e-01
-2.295896021786492991e+00,-2.226090527668183938e+00
-2.279983461569536018e+00,-2.208417831526911623e+00
-8.220457650053423215e-01,1.634989854122172792e+00
3.196138567341648695e-01,2.453915254145266900e-01
9.286654074342746978e-02,1.256542776010124429e-01
-3.113277990868108080e+00,1.518276190128633019e+00
3.016931255835831660e+00,3.079727316804903858e-01
-6.535086562218000994e-01,-1.905728373766247541e-01
2.562497708200210944e+00,3.029203655515251836e-01
-2.283637495035130360e+00,-2.616653522041799018e+00
2.693030328720877886e+00,4.836874584355344009e-01
3.133595680276425099e+00,5.058442227019684934e-01
-2.150813558702346029e+00,-2.496069337845289393e+00
3.121382282403665887e+00,6.209103083411080526e-01
2.743397172842086285e+00,8.241627296884310172e-02
2.816205477603291207e+00,5.473515683632632634e-01
-6.963728375168166951e-02,-2.007534414894451835e+00
1.492777840035269143e+00,6.059030083671316236e-01
2.993999563356766203e+00,1.708211632054503493e-01
2.131521693606312495e-01,-1.558550036711451314e+00
-2.504608497940112866e+00,-2.558896530273425451e+00
2.967836427594891191e+00,5.494953399007123096e-01
-2.022484036632402893e-01,3.078247237144193238e-01
3.124302521570259561e+00,2.965687044927074398e-02
-1.540416250672473897e+00,-2.000075773183354499e+00
2.679452913498583388e+00,3.776498168782342346e-01
2.782482670765381361e+00,1.329941606458705516e-01
-1.955698378657786174e+00,-2.819396670260587268e+00
2.922292169489183689e+00,3.699823747869767643e-01
-2.937849396584570894e+00,-2.396624718663882714e+00
-2.316070417289490369e+00,-2.151676469944538095e+00
3.407332037988233697e+00,4.662653081141329148e-01
1.018691916914007178e+00,-1.507122843526440992e+00
3.341489623064433978e+00,6.057416780754920627e-01
3.399545004045418928e+00,7.891055424038144750e-01
2.743187193914759625e+00,3.567149559442096551e-01
2.679465643717261703e+00,6.482759495304279973e-01
3.235502668369770962e+00,4.163810658119716512e-01
4.798689290189167567e-02,1.260663029214371011e+00
2.462979967322239006e+00,-8.963571834747835476e-01
-1.201090349143686842e+00,-2.339995156042992352e+00
-2.354959458129345595e+00,-2.796070335246658267e+00
7.996988812134518954e-01,1.027059495666064803e+00
5.760280800834300940e-01,8.817489387089069153e-01
3.582107564749474449e+00,5.511544862215215224e-01
-6.279629375847428641e-01,1.466043640942880644e-01
-2.508747139890462829e+00,-2.120100300411691396e+00
3.546849764461708965e+00,1.730456725308832100e-01
3.092700669941251146e+00,3.660571584384652577e-01
-2.447014041890963831e+00,-2.016971096126402241e+00
-1.481436730636278787e+00,-2.154243901526939453e+00
3.042166869496695014e+00,3.651478363491150181e-01
-1.001298905326016397e+00,-1.289776268166019202e+00
2.435175823173377996e+00,-1.124073650107946243e+00
3.121711255890544656e+00,2.693087225857078715e-01
3.133213983368552391e+00,1.755358846704184461e-01
3.158412998522320603e+00,2.792040049308994187e-01
-4.838614978205300066e-01,-7.984251630170742242e-01
-2.641442499824649293e+00,-3.006257002349987051e+00
-1.703370642358049025e+00,-1.716183531314625643e+00
2.939845079197796807e+00,2.223594655415243038e-01
-2.788300138783651239e+00,6.984919841181959077e-01
-2.067246762122266990e+00,-3.215102429960035479e+00
-1.408393125993269823e+00,1.272481313870026387e+00
3.048586488252960969e+00,1.758385929193671537e-01
-2.470367028975969159e+00,-1.147978234871095848e+00
-2.427046941965062654e+00,-2.423118245513022906e+00
2.920278557105340789e-01,1.359110747283760690e+00
-2.690047999578956128e-01,-9.119672184367048073e-01
-2.650094259332330893e+00,-1.879562064471677507e+00
-2.790549757898257432e-01,1.445542376705974519e+00
-1.934387885401546603e+00,-9.325806985936980764e-01
3.016598961663857992e+00,2.926775181524028935e-01
2.935138095174361084e+00,3.698558167276034259e-01
-1.546859948577155919e+00,-1.742450294732627469e+00
-2.507008584423594311e+00,-2.654653650650847130e+00
-2.144879746750146143e+00,-2.633537887389856724e+00
5.657657797858712811e-01,9.483756552553470609e-01
3.091266558597528746e+00,3.706797450078379991e-02
3.276634686654816608e+00,3.399673535864343177e-01
2.920237229881595287e+00,3.279345682510270144e-01
3.180986200301297195e+00,2.991154554797525456e-01
-1.879909185953284601e+00,-2.097592492020461385e+00
2.996157409027012886e+00,1.903606570194720460e+00
9.280999023200725562e-01,-1.095838643110614630e+00
-2.266215514872620407e+00,-2.351269907570855633e+00
-2.009186796481519544e+00,-2.173867911405445330e+00
-2.168642919685388470e+00,-3.198013497124465143e+00
2.623007037253828333e+00,1.375465253436760626e-01
3.273585900214374789e+00,3.630408097025377701e-01
6.627992029629357906e-02,-1.260173472484587442e+00
3.339985426198131435e+00,4.320641755549562424e-01
-2.202027863885937187e+00,-2.587888605475923143e+00
2.967041865336193407e+00,8.763806294556453214e-02
2.991023068726198719e+00,5.872297152116273677e-01
2.827239629078003968e+00,4.827747808256444007e-01
1.479640579485685281e+00,9.759042108957085571e-01
6.793866549452487469e-01,1.259902395436850453e+00
3.144470143497276382e+00,2.081142607563724878e-01
2.938662101503989543e+00,3.890234531372032123e-01
-1.518411644450897713e+00,-2.685971929453009999e+00
-1.882511687955137347e+00,-1.818086655871783863e+00
-2.152526719332687577e+00,-2.196404945858966506e+00
1.129455695686292005e+00,-1.985252761772866303e-01
-1.736171347541423549e+00,-2.401261140532559235e+00
2.607176753296221783e+00,5.282780015989196887e-01
3.333505326657816070e+00,5.735334011126987930e-01
3.244330670610035661e+00,3.454863986202214021e-01
2.539033536858287476e+00,5.048615111424940016e-01
7.898869713294860428e-01,-8.066580594434884510e-01
-1.536271246956964820e+00,-2.133012316588280388e+00
2.637330628780469866e+00,1.769966305407024917e-02
1.308382318423844559e+00,8.538844640339695591e-01
-2.420946477852968126e+00,-2.658808039981447990e+00
7.103778533489616409e-01,-1.904002991682616219e+00
4.978618082778051290e-01,2.537106282287983294e+00
-1.656311469171594553e+00,-3.073287908440704985e+00
1.519949629512614031e+00,1.060101405038020861e+00
-2.003701779278546091e+00,-2.668254123300480174e+00
-1.237274423049423255e+00,-5.613524515956023198e-01
2.306104752575897088e+00,6.266710957645593716e-02
-2.349230466610340073e+00,-1.957774213779537753e+00
5.455821820492581242e-01,1.410396143288501491e+00
3.097271255160250369e+00,7.173800415387280305e-01
3.212486035891393144e+00,3.770249857740448629e-01
-2.528453924138095221e+00,-2.376218827465967021e+00
-1.734713965073966691e+00,-1.888510942948570248e+00
9.897006377353909645e-01,-1.103178463025839440e+00
-6.628696816335100106e-01,-4.472039686884697329e-01
7.331973135282537912e-01,-1.031532822309278785e+00
2.737766926908134502e-01,2.118253923748509293e-01
-1.644199775023065468e+00,-1.923498647903232772e+00
-2.494346567139711368e+00,-1.537130419748466537e+00
1.747547257162822998e+00,-9.757436024297392319e-01
2.966236217909142603e+00,5.132318164610955025e-01
1.992476384359049613e+00,-8.881859311096480525e-01
-1.921365039625333671e+00,-1.686955273552826595e+00
3.398607788281125863e+00,7.609207270651755506e-01
5.359624476870020748e-01,1.421624146103350528e+00
2.883405116010656410e+00,7.433005020954692732e-01
-2.597066282358372558e+00,-2.179270580936490731e+00
3.107745659270542138e+00,2.828239793712879480e-01
-1.336683408178786392e+00,-2.626035359199028640e+00
-1.079509995585856696e+00,2.191693305856847740e+00
1.018714950980964984e+00,-5.389687930173792108e-01
3.312213046209860678e+00,7.352457332842760040e-01
-1.940365521977592156e+00,-2.220227015301968532e+00
2.978192266867194515e+00,4.944711156464717816e-02
-2.724258141717383008e+00,-2.002507361109533424e+00
1.239405309075340078e+00,8.798080377639388994e-02
-1.823125902338045723e+00,1.609738355499956475e+00
-1.420070678881334203e+00,-2.808481894234530429e+00
3.299733129792566277e+00,2.685934255642490331e-01
2.756218426994120563e+00,3.873716074663517972e-01
-2.200621995685404730e+00,-1.635589289431571780e+00
2.832846114348899658e+00,6.425639750910473458e-01
2.982952221048909891e+00,-9.280548603746914538e-02
3.130609702257828975e+00,5.555873155752458770e-01
-1.176981025566552069e-01,5.946367225696411740e-01
-3.020827882217564042e+00,-2.906072909262745529e+00
-1.835809990382770263e+00,-2.321552321259176654e+00
2.879388029579602382e+00,4.517409990005635256e-01
3.043532174006628566e+00,7.146287707738167017e-01
-1.540608200121748261e+00,-2.696945654764998590e+00
3.024621634014209359e+00,6.041304288033283454e-01
2.783972255579406863e+00,6.508228989840884049e-01
2.940779065643723822e+00,4.970259048827478376e-01
1.363624893223376322e-01,1.711415439883141154e+00
-1.130841189926086843e+00,-2.628634467867227098e+00
-2.376037584341666342e+00,-2.173259039317473107e+00
-7.822890792751789890e-01,-1.707952149323862745e+00
1.601426339857066061e-01,1.878516238960965312e+00
2.995975547930282090e+00,4.465753209821295422e-01
-2.018006146434483394e+00,-2.007429741367979581e+00
3.212530830507904334e+00,3.486821546495334073e-02
-1.724383504843083781e+00,-1.851353651455763139e+00
7.516962337486098322e-01,4.424365456557785015e-01
3.143068595592580561e+00,1.556632769269571670e-01
-1.043014561879268998e+00,-1.825492577143359885e+00
-1.888387110071998443e+00,-2.325494534843756345e+00
2.991142376300347738e+00,4.821768215224676579e-01
-2.251948008343927832e+00,-1.879269856855449783e+00
1.840591047899864829e+00,5.209182571999156908e-01
2.793956770083885210e+00,2.972927687009483955e-01
-1.978516594536822160e-01,-4.142090021396159782e-01
-2.076075361717928836e+00,-2.846259935891974457e+00
3.526703207035267518e+00,4.275152469392407562e-01
3.234374635058136604e+00,3.900035148006865127e-01
-2.284767976691933544e+00,-2.297695732266118451e+00
-2.286364160012140712e+00,-2.280287675327846042e+00
3.158097470027640519e+00,2.184668091674754897e-01
-1.828140892927303307e+00,-2.354545967985662180e+00
-1.443689951677045835e+00,-2.247077210116497081e+00
-1.781851925589121644e+00,3.706540838314753006e-01
